coaster_name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
T Express,"5,384 ft",64.6 mph,Everland,Operating,2008,Wood,Intamin,Wooden Coaster (Prefabricated Track),183.8 ft,0,Cable lift,,3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,European Adventure,,"1,500 riders per hour",,Werner Stengel,77Â°,45.99Â m (150.9Â ft),103.9 km/h ,64.6 mph,103.9,km/h,64.6,183.8,m,183.8,0,
Colossos - Kampf der Giganten,"4,409 ft",68 mph,Heide Park Resort,Operating,2001,Wood,Intamin,Wooden Coaster (prefabricatedÂ track),164.0 ft,0,Chain lift hill,,,Land der Vergessenen,2:25,"1,030 riders per hour","-1,5g and 4,5g",Werner Stengel,61Â°,48.5Â m (159Â ft),110 km/h ,68 mph,110,km/h,68.4,164,m,164,0,4.5
Insane (Grona Lund),"1,050 ft",37 mph,Grona Lund,Operating,2009,Steel 4th Dimension,Intamin,ZacSpin,116 ft,,,,,,,,3.5,,,,60 km/h ,37 mph,60,km/h,37.3,116.5,m,116.5,0,3.5
Looping Star (Clacton Pier),"1,198 ft",,Clacton Pier,Operating,2021,Steel,Pinfari,ZL42,36 ft,1,Chain Lift,,2 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,1:17,,,,,,,,,,,36.1,m,36.1,1,
Alpina Blitz,"2,359 ft ",52 mph,Nigloland,Operating,2014,Steel,Mack Rides,,108 ft,0,Chain lift hill,"â‚¬8,000,000",2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,,,4.3,,,,83 km/h ,52 mph,83,km/h,51.6,108.3,m,108.3,0,4.3
Arthur The Ride,"1,800 ft",19 mph,Europa-Park,Operating,2014,Steel Inverted Powered,Mack Rides,,44 ft,0,,â‚¬25 million,9 trains with a single car. Riders are arranged 4 across in 3 rows for a total of 12 riders per train.,ARTHUR - In the Minimoys Kingdom,4 minutes,"1,600 riders per hour",,,,,31 km/h ,19 mph,31,km/h,19.3,44.3,m,44.3,0,
De Vliegende Hollander,"1,380 ft",43 mph,Efteling,Operating,2007,Steel,Kumbak,,59 ft,0,Chain lift,â‚¬ 20 million,,RuigRijk,3.43 minutes,1900 riders per hour,0.2-2,Karel Willemen,,,69 km/h ,43 mph,69,km/h,42.9,59.1,m,59.1,0,2
Dragon Coaster (Playland),,,Playland,Operating,1929,Wood,,,79 ft,,Chain lift,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:40,,,Frederick Church,,23Â m (75Â ft),,,,,,78.7,m,78.7,0,
Dragonfly (roller coaster),"1,184 ft",31 mph,Duinrell,Operating,2012,Steel,Gerstlauer,,15 ft ,0,,,Single train with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,,1:23 minutes,750 riders per hour,2.9,,97Â°,,50 km/h ,31 mph,50,km/h,31.1,49.2,m,49.2,0,2.9
Dreamcatcher (roller coaster),"2,000 ft",,Bobbejaanland,Operating,1987,Steel Suspended,Vekoma,,82 ft,0,,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,,,,,,,,,82,m,82,0,
El Toro (Freizeitpark Plohn),"2,379 ft",45.6 mph,Freizeitpark Plohn,Operating,2009,Wood,Great Coasters International,,80 ft,0,,,Single train with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,,,,,,21.5Â m (71Â ft),73.4 km/h ,45.6 mph,73.4,km/h,45.6,80.4,m,80.4,0,
Escape of Novgorod,"2,300 ft",62 mph,Hansa-Park,Operating,2009,Steel Launched Euro-Fighter,Gerstlauer,,130 ft,1,,,,,,900 riders per hour,4.3 g,,,,100 km/h ,62 mph,100,km/h,62.1,131.2,m,131.2,1,4.3
Eurofighter (Zoosafari Fasanolandia),"1,296 ft",43 mph,Zoosafari Fasanolandia,Operating,2011,Steel Euro-Fighter,Gerstlauer,,75 ft,2,,"â‚¬2,187,000",a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,,,,97Â°,,70 km/h ,43 mph,70,km/h,43.5,75.5,m,75.5,2,
Eurosat - CanCan Coaster,"3,000 ft",37 mph,Europa-Park,Operating,1989,Steel Enclosed,Mack Rides,,84 ft,0,Spiral lift,,7 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,France,3:20 minutes,max. 1600 riders per hour,4,,70Â°,,60 km/h ,37 mph,60,km/h,37.3,83.7,m,83.7,0,4
Falcon (Duinrell),"1,184 ft",43 mph,Duinrell,Operating,2009,Steel Euro-Fighter,Gerstlauer,,72 ft,3,,,3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,0:42 s,850 riders per hour,4.5,Werner Stengel,97Â°,,70 km/h ,43 mph,70,km/h,43.5,72.2,m,72.2,3,4.5
Ghoster Coaster (Canada's Wonderland),"1,356 ft",35 mph,Canada's Wonderland,Operating,1981,Wood,Taft Broadcasting,,41 ft,,Chain lift hill,,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Planet Snoopy,1:20,,,Curtis D. Summers,,12Â m (39Â ft),56 km/h ,35 mph,56,km/h,34.8,41,m,41,0,
Goliath (Walibi Holland),"3,983 ft",66 mph,Walibi Holland,Operating,2002,Steel,Intamin,,154.8 ft,0,Cable lift hill,,2 trains with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,Speed Zone,1:32,,,Ing.-BÃ¼ro Stengel GmbH,70Â°,46.31Â m (151.9Â ft),106 km/h ,66 mph,106,km/h,65.9,154.8,m,154.8,0,
Goudurix,"3,120 ft",56 mph,Parc Astérix,Operating,1989,Steel,Vekoma,,118 ft,7,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:20,,3.9,Vekoma,64Â°,32.9Â m (108Â ft),90 km/h ,56 mph,90,km/h,55.9,118.1,m,118.1,7,3.9
Helix (roller coaster),"4,531 ft",62 mph,Liseberg,Operating,2014,Steel Launched,Mack Rides,,135 ft,7,2 linear motors,"approx. 239,000,000 SEK",3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,2:10,"1,350 riders per hour",4.3 g,Ing.-BÃ¼ro Stengel GmbH,,,100 km/h ,62 mph,100,km/h,62.1,134.5,m,134.5,7,4.3
Huracan (Belantis),"1,840 ft",53 mph,Belantis,Operating,2010,Steel Euro-Fighter,Gerstlauer,,105 ft,5,,"â‚¬5,000,000",,,1:30,800 riders per hour,4.3,Werner Stengel,97Â°,,85 km/h ,53 mph,85,km/h,52.8,105,m,105,5,4.3
Jet Rescue,"1,840 ft",43 mph,SeaWorld Australia,Operating,2008,Steel Launched Motorbike,Intamin,,20 ft,0,2 friction wheel hydraulic launches,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,32 seconds,800 riders per hour,2.5,Sea World,,,70 km/h ,43 mph,70,km/h,43.5,19.7,m,19.7,0,2.5
Jupiter (roller coaster),"5,200 ft",57 mph,Kijima Kogen,Operating,1992,Wood,Intamin,,138 ft,0,,2.5 billion yen,,,2:34,,,Curtis D. Summers,45Â°,,91 km/h ,57 mph,91,km/h,56.5,137.8,m,137.8,0,
Kikkerachtbaan,"1,180 ft",22 mph,Duinrell,Operating,1985,Steel,Zierer,,26 ft,0,,,,,1:10 m,1250 riders per hour,,,97Â°,,36 km/h ,22 mph,36,km/h,22.4,26.2,m,26.2,0,
Leviathan (Sea World),"3,280.8 ft",49.7 mph,SeaWorld Australia,Operating,2022,Wood,Martin & Vleminckx,,105 ft,0,Chain lift hill,"$20,000,000[1]",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,The New Atlantis,,720 riders per hour,,The Gravity Group,,,80.0 km/h ,49.7 mph,80,km/h,49.7,105,m,105,0,
Mighty Canadian Minebuster,"3,828 ft",55.9 mph,Canada's Wonderland,Operating,1981,Wood,Canada's Wonderland,,90 ft,,Chain lift hill,$1.2M est.,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Frontier Canada,2:02,,,Curtis D. Summers,,26.5Â m (87Â ft),89.9 km/h ,55.9 mph,89.9,km/h,55.9,89.9,m,89.9,0,
Red Force (roller coaster),"2,890 ft",112 mph,Ferrari World Abu Dhabi,Operating,2017,Steel Launched,Intamin,,367 ft,0,LSM,,3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,1200 riders per hour,,,90Â°,,180 km/h ,112 mph,180,km/h,111.8,367.5,m,367.5,0,
Roller Coaster (Dai Nam Van Hien),"2,230 ft",47 mph,Dai Nam Van Hien,Operating,2008,Steel,Hebei Zhongye Metallurgical Equipment,,110 ft,4,Chain lift,VND 25 billions,,,2:00,1440 riders per hour,4,,50Â°,30Â m (98Â ft),75 km/h ,47 mph,75,km/h,46.6,110.2,m,110.2,4,4
Roller Coaster (Dam Sen Park),"1,600 ft",43 mph,Dam Sen Cultural Park,Operating,1998,Steel,Hebei Zhongye Metallurgical Equipment,,79 ft,3,Chain lift,VND 20 billions,,B Area,1:30,960 riders per hour,3.8,,50Â°,23Â m (75Â ft),70 km/h ,43 mph,70,km/h,43.5,78.7,m,78.7,3,3.8
Roller Coaster (Lagoon),"2,500 ft",45 mph ,Lagoon Amusement Park,Operating,1921,Wood,,,62 ft,0,Chain lift hill,,2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,,,,John A. Miller,,,45 mph ,72 km/h,45,mph,45,62,m,62,0,
Roller Coaster (Suoi Tien Park),"3,900 ft",43 mph,Suoi Tien Amusement Park,Operating,2000,Steel,Vekoma,,98 ft,0,Drive tire,VND 30 billions,,Äáº¡i Cung Láº¡c Cáº£nh Há»“,2:30,1600 riders per hour,2,,45Â°,12Â m (39Â ft),70 km/h ,43 mph,70,km/h,43.5,98.4,m,98.4,0,2
Star Trek: Operation Enterprise,"2,360 ft",56 mph,Movie Park Germany,Operating,2017,Steel Launched,Mack Rides,,130 ft,3,LSM launch,,5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,,,,,,,90 km/h ,56 mph,90,km/h,55.9,131.2,m,131.2,3,
Steel Dragon 2000,"8,133 ft",95.0 mph,Nagashima Spa Land,Operating,2000,Steel,D. H. Morgan Manufacturing,,318 ft,0,One lift hill with two chains,"$52,000,000 USD",Multiple trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,4:00,,,Steve Okamoto,68Â°,93.5Â m (307Â ft),152.9 km/h ,95.0 mph,152.9,km/h,95,318.2,m,318.2,0,
The CÃº Chulainn Coaster,"3,583 ft",56 mph,Tayto Park,Operating,2015,Wood,The Gravity Group,,105 ft,0,Chain lift hill,"â‚¬8,500,000",,,2:45,700 riders per hour,,,,31Â m (102Â ft),90 km/h ,56 mph,90,km/h,55.9,105,m,105,0,
The Gold Coaster,"3,000 ft",53 mph,Dreamworld,Operating,2001,Steel,Arrow Dynamics,,130 ft,2,Chain lift hill,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Ocean Parade,,400 riders per hour,3,,,,85 km/h ,53 mph,85,km/h,52.8,131.2,m,131.2,2,3
The Great Scenic Railway,"3,173 ft",37 mph,Luna Park - Melbourne,Operating,2023,Wood,LaMarcus Thompson,,52 ft,0,Cable lift hill,,3 trains with 2 cars. Riders are arranged 2 across in 5 rows for a total of 20 riders per train.,,,,,,,,60 km/h ,37 mph,60,km/h,37.3,52.5,m,52.5,0,
Thunder Run (Canada's Wonderland),"1,080 ft",40 mph,Canada's Wonderland,Operating,1986,Steel Powered Mine Train,Mack Rides,,33 ft,0,,$2.7M est.,Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,International Festival,1:24,,,,,,64 km/h ,40 mph,64,km/h,39.8,32.8,m,32.8,0,
Time Warp (roller coaster),"1,282.8 ft",25.7 mph,Canada's Wonderland,Operating,2004,Steel,Zamperla,,50 ft,2,Spiral Lift,,7 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,Grande World Exposition of 1890,1:04,,,Ingenieur BÃ¼ro Stengel GmbH,,,41.4 km/h ,25.7 mph,41.4,km/h,25.7,50.2,m,50.2,2,
Troy (roller coaster),"3,534 ft",54 mph,Toverland,Operating,2007,Wood,Great Coasters International,,105 ft,0,Chain lift hill,"â‚¬6,500,000[2]",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,~1:50[2],850 riders per hour,2.4[2],,,30.7Â m (101Â ft),86.9 km/h ,54.0 mph,86.9,km/h,54,104.7,m,104.7,0,2.4
Typhoon (Bobbejaanland),"2,200 ft",50 mph,Bobbejaanland,Operating,2004,Steel Euro-Fighter,Gerstlauer,,84 ft,4,,"â‚¬5,000,000",,Land of Legends,1:30,1400 riders per hour,5,Werner Stengel,97Â°,,80 km/h ,50 mph,80,km/h,49.7,84.3,m,84.3,4,5
Vild-Svinet,"1,404 ft",45 mph,BonBon-Land,Operating,2003,Steel Euro-Fighter,Gerstlauer,,72 ft,1,,,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:00,,,Werner Stengel,97Â°,,72.4 km/h ,45.0 mph,72.4,km/h,45,72.2,m,72.2,1,
Vuoristorata,"3,150 ft",37 mph,Linnamonaki,Operating,1951,Wood Side friction,"Linnanmaki, led by Svend JarlstrÃ¶m",,79 ft,0,Cable lift hill,"48 million FIM (1951);[1]1.62 million EUR (in 2021 euros, inflation-adjusted)[2]","4 trains with 4 cars. Riders are arranged 2 across in 3 rows, except for the brakeman's car at the back in 2 rows, for a total of 22 riders per train.",,2:15[4],"1,320 riders per hour",,Valdemar Lebech[3],,,60 km/h ,37 mph,60,km/h,37.3,78.7,m,78.7,0,
Wilde Beast,"3,150 ft",56 mph,Canada's Wonderland,Operating,1981,Wood,Taft Broadcasting Company,,82 ft,0,Chain lift hill,1.2M,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Medieval Faire,3:00,,,Curtis D. Summers,,23.8Â m (78Â ft),90 km/h ,56 mph,90,km/h,55.9,82,m,82,0,
Yankee Cannonball,"2,000 ft",35 mph,Canobie Lake Park,Operating,1930,Wood Out and back,Philadelphia Toboggan Coasters,,65 ft,,Chainlift,,,,,,,Herbert Paul Schmeck,,19.4Â m (64Â ft),56.3 km/h ,35.0 mph,56.3,km/h,35,65,m,65,0,
Zadra (roller coaster),"4,318 ft",75 mph,Energylandia,Operating,2019,Other,Rocky Mountain Construction,,206 ft,3,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Dragon Zone,1:50,"1,050 riders per hour",4,,90Â°,,121 km/h ,75 mph,121,km/h,75.2,206,m,206,3,4
The Joker Funhouse Coaster,900 ft,30 mph ,Six Flags Over Georgia,Operating,2004,Steel,Chance Manufacturing,Big Dipper,,0,Propelled by a spinning propulsion system,,,DC Super Friends,1:28[1],1000 riders per hour,,,,,30 mph ,48 km/h,30,mph,30,,,,0,
Vortex (Calaway Park),,,Calaway Park,Operating,1982,Steel,Arrow Dynamics,Corkscrew,,2,Chain lift hill,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,,,70Â ft (21Â m),,,,,,,,,2,
Seven Dwarfs Mine Train,"2,000 ft",34 mph,Magic Kingdom - Walt Disney World,Operating,2014,Steel,Vekoma,Custom,,0,Two chain lift hills,,5[4] trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,2:50,,,Walt Disney Imagineering,,39Â ft (12Â m),34 mph ,55 km/h,34,mph,34,,,,0,
Seven Dwarfs Mine Train,"2,000 ft",34 mph,Shanghai Disneyland,Operating,2016,Steel,Vekoma,Custom,,0,Two chain lift hills,,5[4] trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,2:50,,,Walt Disney Imagineering,,39Â ft (12Â m),34 mph ,55 km/h,34,mph,34,,,,0,
Demon (roller coaster),"2,130 ft",50 mph,California's Great America,Operating,1976,Steel,Arrow Dynamics,Custom Looping Coaster,102 ft,4,Chain lift hill,,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:45,1300 riders per hour,,,54Â°,90Â ft (27Â m),,,,,,,,,,
Diving Machine G5,"1,250 ft",68.3 mph,Janfusun Fancyworld,Operating,2000,Steel Dive Coaster,Bolliger & Mabillard,Dive Coaster,,0,Chain lift hill,,,,,,5,Werner Stengel,87.5Â°,179Â ft (55Â m),68.3 mph ,109.9 km/h,68.3,mph,68.3,,,,0,5
Back at the Barnyard Hayride,,,Nickelodeon Universe,Operating,1995,Steel Powered Indoor,Zamperla,Dragon,,,Powered,,,,1:30,200 riders per hour,,,,,,,,,,,,,0,
Crazy Bird,"1,280 ft",,Happy Valley Tianjin,Operating,2013,Steel,S&S Sansei Technologies,El Loco,,2,,,,,,,,,120Â°,30Â m (98Â ft),,,,,,,,,2,
Verbolten,"2,835 ft",53 mph,Busch Gardens Williamsburg,Operating,2012,Steel Launched,Zierer,Family Launched Coaster Elevated Seating Coaster,,0,2 LSM Launches,,5 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Oktoberfest,3:25,,,,,88Â ft (27Â m),53 mph ,85 km/h,53,mph,53,,,,0,
Insane Speed,"2,677.17 ft",53.4 mph,Janfusun Fancyworld,Operating,2001,Steel Floorless Coaster,Bolliger & Mabillard,Floorless Coaster,,4,Chain lift hill,,,,,1200 riders per hour,4,Werner Stengel,,131.25Â ft (40.01Â m),53.4 mph ,85.9 km/h,53.4,mph,53.4,,,,4,4
Astro Storm - Dark Coaster,"1,490 ft",37 mph,Brean Leisure Park,Operating,2011,Steel Enclosed,Zierer,Four Man Bob,,0,Chain Lift Hill,,,,1:30,,2.6,Werner Stengel,36Â°,59Â ft (18Â m),37 mph ,60 km/h,37,mph,37,,,,0,2.6
Lightning Run,"2,500 ft",55 mph,Kentucky Kingdom,Operating,2014,Other,Chance Rides,Hyper GT-X Coaster,,0,,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,2:00,800 riders per hour,,,80Â°,100Â ft (30Â m),55 mph ,89 km/h,55,mph,55,,,,0,
The Smiler,"3,838.6 ft ",52.8 mph,Alton Towers,Operating,2013,Steel,Gerstlauer,Infinity Coaster,,14,"2 chain lift systems, 2nd is vertical.","Â£18,000,000",4 trains with 4 cars. Riders are arranged 4 across in a single row for a total of 16 riders per train.,X-Sector,2:45,1200 riders per hour,4.8[1],,,98.4Â ft (30.0Â m),52.8 mph ,85.0 km/h,52.8,mph,52.8,,,,14,4.8
Raging Spirits,"2,000 ft",37 mph,Tokyo DisneySea,Operating,2005,Steel,Intamin,Looping Coaster,,1,,Â¥8 billion,6 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Lost River Delta,1:38,,,Walt Disney ImagineeringSansei Technologies,,,60 km/h ,37 mph,60,km/h,37.3,,,,1,
Streamliner Coaster,278.8 ft,,Six Flags Fiesta Texas,Operating,1992,Steel Junior,Vekoma,Junior Coaster,,0,,,Single train with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,Kidzopolis,,670 riders per hour,,,,,,,,,,,,,0,
Little Dipper (Memphis Kiddie Park),,,Memphis Kiddie Park,Operating,1952,Steel,Allan Herschell Company,Little Dipper,,,Chain lift hill,,,,,,,The Allan Herschell Company,,,,,,,,,,,0,
Magic Flyer (roller coaster),,,Conneaut Lake Park,Operating,1950,Steel,Allan Herschell Company,Little Dipper,,,Chain lift hill,,,,,,,,,,,,,,,,,,0,
Avalancha (roller coaster),,54.7 mph,Xetulul Theme Park,Operating,2002,Steel,Intamin,Muti-loop,,8,,,,,,,,,,,54.7 mph ,88.0 km/h,54.7,mph,54.7,,,,8,
Shuttle Loop (Nagashima Spa Land),,57 mph,Nagashima Spa Land,Operating,1980,Steel,Anton Schwarzkopf,Shuttle Loop,,2,,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,0:30 [1],28 riders per hour,,Ing.-BÃ¼ro Stengel GmbH,70Â°,,57 mph ,92 km/h,57,mph,57,,,,2,
Shock Wave (Brean Leisure Park),,,Brean Leisure Park,Operating,2004,Steel,Pinfari,TL59,,1,Chain lift hill,,,,,960 riders per hour,,,,,,,,,,,,,1,
Lightning Rod (roller coaster),"3,800 ft",73 mph,Dollywood,Operating,2016,Steel Launched,Rocky Mountain Construction,Topper and I-Box Track,,0,Linear Synchronous Motor,$22 million,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Jukebox Junction,3:12[1],,3.5[2],Alan Schilke,73Â°,165Â ft (50Â m),73 mph ,117 km/h,73,mph,73,,,,0,3.5
Ultra Twister (Nagashima Spa Land),,,Nagashima Spa Land,Operating,1989,Steel Pipeline,TOGO,Ultra Twister,,3,Vertical Chain lift,,,,1:18,,,,85Â°,,,,,,,,,,3,
Ultra Twister (Nagashima Spa Land),,,Nagashima Spa Land,Operating,1989,Steel Pipeline,TOGO,Ultra Twister,,3,Vertical Chain lift,,,,1:18,,,,85Â°,,,,,,,,,,3,
Cosmic Coaster (Worlds of Fun),444 ft,,Worlds of Fun,Operating,1993,Steel Junior,Preston & Barbieri,Wacky Worm,,0,,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Planet Snoopy,0:55,,,,,,,,,,,,,,0,
Journey to Atlantis,,,SeaWorld Orlando,Operating,1998,Steel,Mack Rides,Water Coaster,,0,Chain lift hill,,,Sea of Legends,5:56,,,,,60Â ft (18Â m),,,,,,,,,0,
Wildcat (Jolly Roger Amusement Park),,,Jolly Roger Amusement Park,Operating,1999,Steel,Anton Schwarzkopf,Wildcat/65m,,0,Chain lift,,,,,,,,,,,,,,,,,,0,
Rollie's Coaster,,27 mph ,Morey's Piers,Operating,1999,Steel,Pinfari,Zyklon,,0,Chain Lift,,,Mariner's Landing Pier,0:58,143 riders per hour,,F.lli Pinfari S.r.l,,,27 mph ,43 km/h,27,mph,27,,,,0,
Air Grover,628 ft,22 mph,Busch Gardens Tampa Bay,Operating,2010,Steel,,,,,,,,Sesame Street's Forest of Fun,,,,,,,,,,,,,,,0,
Big Dipper (Camden Park),,,Camden Park,Operating,1958,Other,National Amusement Devices,,,,,,,,1:40,,,,,,,,,,,,,,0,
Big Grizzly Mountain Runaway Mine Cars,"3,600 ft ",45 mph,Hong Kong Disneyland,Operating,2012,Steel Mine Train Launched,Vekoma,,,0,Both,,6 (Usually 5 for operations) trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,Grizzly Gulch,3:14,"1,728 riders per hour",,Walt Disney Imagineering,,,72 km/h ,45 mph,72,km/h,44.7,,,,0,
Boomerang,935 ft,47 mph,Elitch Gardens,Operating,1999,Steel,,,,,,,,,,,,,,,,,,,,,,,,
Canopy Flyer,,,Universal Studios Singapore,Operating,2010,Steel Suspended,Setpoint Inc.,,,0,,,,The Lost World,,,,,,,,,,,,,,,0,
